id,data,label
4754,@ZemmourEric Vous voulez un moyen simple de financer la retraite à 60 ans avec 40 annuités ? Payez les femmes comme les hommes. Le surcroit de cotisations finance la retraite à 60 ans.  #FaceABaba #AvecMelenchon https://t.co/uV2CUvzbAp,
4755,"@ZemmourEric Aujourd'hui à 62 ans, 1/4 des gens sont morts avant la retraite. Ce sont les plus pauvres. Avec Zemmour, ça sera la retraite à 65 ans et même à 67 ans en moyenne avec 44 annuités. Je propose, moi, la retraite à 60 ans avec 40 annuités.  #FaceABaba #AvecMelenchon https://t.co/O1bWt80DkL",autre
4756,"Je suis là pour défendre les 9 millions de pauvres, les 8 millions de gens à l'aide alimentaire, les 12 millions de gens qui ont froid. M Zemmour n'est là que pour diviser.#FaceABaba#AvecMelenchon https://t.co/VbZLl9a5pH",
4757,"Sur l’immigration, la première des choses c’est une politique qui s’occupe réellement de faire en sorte que les gens n’aient pas besoin de partir.Mais une fois qu’ils sont là, je refuse de les maltraiter, il faut traiter les gens humainement.#FaceABaba#AvecMelenchon https://t.co/0uMVhwSnaD",
4758,"@ZemmourEric Les immigrés cotisent 3 milliards d'euros de plus qu'ils ne coûtent à la France. Donc arrêtez avec vos histoires @ZemmourEric !Vous êtes là pour diviser le peuple, je suis là pour l'unifier ! #FaceABaba #AvecMelenchon https://t.co/fpNm9meXgg",immigration
4759,"Monsieur Zemmour, je vous demande, combien comptez-vous expulser de ce que vous appelez des immigrés et qui sont, pour 5 millions d'entre eux des Français ? Avec vous la haine des musulmans ne s'arrête jamais, c'est encore le cas ce soir. #FaceABaba #AvecMelenchon https://t.co/u4XG3HjBzf",immigration
4760,"Pour expulser 1 million de personnes comme le propose Zemmour, combien faut-il de trains, de bateaux, d'avions, et de travail humain ? Tout ça n'est pas sérieux et ne tient pas debout.#FaceABaba#AvecMelenchon https://t.co/TFbCbEdfgf",
4761,"@ZemmourEric Personne ne quitte son pays par plaisir. La mer Méditerranée est le plus grand cimetière du monde. Il faut en finir avec les causes du départ, notamment les accords de libre-échange. #FaceABaba #AvecMelenchon https://t.co/R3v7mzFkPg",autre
4762,"Vous ne connaissez pas l’Histoire de France, Monsieur Zemmour.La France est une invention permanente qui à chaque génération se renouvelle, s’étend, s’élargit, s’approfondit.#FaceABaba#AvecMelenchon https://t.co/lz7jP5FbnY",
4763,"Pour aimer la France, il faut aimer l'Histoire. Mais M Zemmour et moi ne parlons pas du même pays.#FaceABaba#AvecMelenchon https://t.co/MPg4Ayac5f",
4764,@ZemmourEric Les rois de France que vous aimez tant ont expulsé 11 fois les juifs. Le prétendu Saint-Louis a inventé le marquage des juifs et le percement de la langue pour eux. C'est ça vos modèles ? Pas moi. #FaceABaba #AvecMelenchon https://t.co/qKeGVE862I,autre
4765,"Il y a une armurerie en bas de chez moi, je n'en ai pas pour autant déduit que la ville était composée de gens qui veulent s'entretuer. Vous déduisez des choses pour toute une ville à partir d'un magasin. Le vrai problème de #Roubaix, c'est la misère. #FaceABaba #AvecMelenchon https://t.co/TaDAvv743J",autre
4766,"M Zemmour passe son temps à montrer du doigt et à renier ses propres compatriotes musulmans. Nous représentons les Lumières, qui sont nées dans le refus de l'intolérance. Lui ne représente qu'une secte obscurantiste.#FaceABaba#AvecMelenchon https://t.co/8t3eLFej5W",
4767,"Le processus de créolisation ce n’est ni un programme ni une idée que je propose, c’est un fait. Partout où les sociétés humaines viennent à faire se rencontrer des cultures, elles se créolisent.#FaceABaba#AvecMelenchon https://t.co/PMHyxNddnr",culture
4768,@ZemmourEric Vous passez votre temps à montrer du doigt une religion. Quand les musulmans ont-ils manqué à la France ? 2/3 des soldats morts à Monte Cassino étaient musulmans !  #FaceABaba #AvecMelenchon https://t.co/hSQ1c9NLD1,
4769,"@ZemmourEric Vous déduisez des choses pour toute une ville à partir d'un magasin. Le vrai problème de #Roubaix, c'est la misère. C'est la ville la plus pauvre de France.  #FaceABaba #AvecMelenchon https://t.co/WZXQuVqKUe",
4770,"Quand on est un démocrate comme moi, on aime les campagnes électorales. C'est un moment fabuleux où tout le monde se mêle de politique, car il n’y a rien de pire qu’un peuple qui ne s’intéresse à rien.#FaceABaba #AvecMelenchon https://t.co/vBFnayVWRh",autre
4771,"@ZemmourEric Vous faites le nigaud @ZemmourEric. Vous savez très bien de quoi je parle quand je parle de #créolisation. Ce n'est pas un programme, c'est un fait. Les cultures se mélangent pour former quelque chose d'inattendu.  #FaceABaba #AvecMelenchon https://t.co/TZLanhXgJL",culture
4772,"Nous sommes en démocratie. Mon devoir est de m'affronter à M Zemmour. Nous sommes sur des positions radicalement opposées, il faut que les gens puissent le comprendre. Ensuite, c'est le peuple qui va trancher.#FaceABaba #AvecMelenchon https://t.co/uwoe5fSxoQ",
4773,"@ZemmourEric Le #4mars, c'est la date limite pour s'inscrire sur les listes électorales.Pour qui que ce soit que vous vouliez voter, inscrivez-vous !Si vous ne vous occupez pas de politique, elle s'occupera de vous.   ➡️ https://t.co/FJUbiFzRFI#FaceABaba #AvecMelenchon https://t.co/OckR5B4Hfl",delete
4774,"Faire une campagne, ce n'est pas seulement défendre ses idées, c'est aussi faire avancer des manières d'être ou des thèmes. C'est comme ça que l'on se rend utile pour son pays, quelque soit le résultat. #FaceABaba #AvecMelenchon https://t.co/mVrGbAgO46",
4775,".@ZemmourEric représente incontestablement un courant dans ce pays. Mon devoir est de m'affronter à lui, car nous incarnons deux visions du monde radicalement opposées. Et à la fin, c'est le peuple souverain qui tranche.   #FaceABaba #AvecMelenchon https://t.co/DCPGNRHS3M",
4776,Je l'ai déjà dit : je suis une tortue électorale. 🐢Je commence doucement et je finis fort. J'ai déjà épuisé quelques lièvres.   #FaceABaba #AvecMelenchon https://t.co/z5wX2AKgNn,autre
4777,"Une campagne, ce n'est pas seulement défendre ses idées. C'est aussi faire avancer des thèmes, permettre aux gens de s'intéresser à de nouvelles choses.  #FaceABaba #AvecMelenchon https://t.co/NfHuJUMlhS",autre
4778,Rendez-vous maintenant sur #C8 pour #FaceABaba. #AvecMelenchonSuivez le live-tweet. ⤵️ https://t.co/S64wd3kdK6,
4779,🔴 Rendez-vous ce soir sur @C8TV pour #FaceABaba. https://t.co/2GZMevZVTE,delete
4780,"Comme Macron a été docile, Ursula accepte de nous rendre notre propre argent. Danke schön ! La France est contributeur net de 7 millards. https://t.co/g8sG8J23GG",
4781,"En pleine pandémie, certains ont continué à faire des profits. Encore plus qu'avant ! Ils se sont gavés comme jamais. C'est une classe parasite qui vit sur le dos du pays.L'heure a sonné.Maintenant, c'est au tour du peuple. #Greve27janvier https://t.co/QD1mYzyG4n",
4782,"À Paris, soutien à la #Greve27janvier pour l'augmentation des salaires face à la vie chère.Il faut augmenter le SMIC à 1400 euros nets et lancer des négociations obligatoires par branche pour l'augmentation générale des salaires !➡️ Le direct : https://t.co/yOe0eviCYt https://t.co/TDgXLUWiL5",pouvoir achat
4783,"Début de la semaine après un bon Bordeaux - Nouvelle note de blog avec, à l'intérieur, quelques coulisses de notre meeting de #Bordeaux.https://t.co/FdR0o1R7cE",delete
4784,"Il y a 77 ans, libération du camp d'Auschwitz par l'armée rouge. Un million de juifs y ont été assassinés. Les héritiers idéologiques de leurs assassins courent toujours.",
4785,"#Burkina : « Nos Organisations, attachées à l’État de droit et aux valeurs démocratiques, réprouvent les coups d’État militaires ou constitutionnels » https://t.co/jgaZCnCl3U",autre
4786,👏 Félicitations à notre député cinéaste @Francois_Ruffin au réalisateur @Gilles_Perret et à toutes les femmes des métiers du lien et du soin pour la nomination de @deboutlesfemmes aux #Cesar2022 ! https://t.co/7RP6t6Qv2t,
4787,🔴 Les petits oiseaux sont aussi utiles que les gros balourds👉 Retrouvez l'intégralité du meeting #MelenchonBordeaux sur : https://t.co/WFcQbxzvJU https://t.co/dYghp59ZXn,
4788,Stupéfiantes menaces de Darmanin contre «Nantes révoltée». Aucun média militant ne peut être tenu pour responsable du déroulement des évènements auquel il appelle.,culture
4789,"🔴 ÉVÉNEMENT - Ce jeudi 27 janvier à 21h, rendez-vous pour #FaceABaba sur @C8TV avec @Cyrilhanouna. https://t.co/HbUe2nqeHc",delete
4790,"Il y a des épidémies qu'on ne voit pas, comme l'épidémie de diabète. Les mauvais traitements alimentaires nous coûtent 50 milliards de soins par an. Avec ça, on pourrait créer 1 million d’emplois payés 2000 euros par mois ! https://t.co/xAovsnZQ5Z",
4791,🔴 Rendez-vous le jeudi 3 février à 19h30 pour un meeting de l'Union populaire à #Tours.➡️ Rejoignez l'évènement sur : https://t.co/V7cavodaS9👉 Participez sur les réseaux avec le hashtag #MelenchonTours https://t.co/E80glk8Lga,delete
4792,«L’écologie doit forcément partir d’un mouvement populaire. Elle doit être solidement ancrée dans la gauche qui rompt avec le capitalisme et le tout marché.» dit @ClaireMLejeune. C’est le sens de ma candidature. Merci à toi de rejoindre l’#UnionPopulaire. https://t.co/QEC1whAAhq,
4793,Triste de voir Yannick Jadot m'attribuer des positions qui sont l'inverse des miennes pour refuser de voter pour l'#UnionPopulaire au 2ème tour... Et pourquoi la retraite à 62 ans ? Dommage. https://t.co/unEyB3hIrm,
4794,L’héritage de la société ou la société des héritiers - Nouvelle note de blog à découvrir et partager. https://t.co/9bO4txon0N,autre
4795,"Une société commandée par la cupidité s'entraide moins bien qu'une société plus partageuse. Une société dans laquelle on voit dans celui ou celle qui est à côté de soit plutôt son frére ou sa soeur, que son adversaire.#MelenchonBordeaux https://t.co/b7WTAb3flY",delete
4796,"Au-delà de 12 millions d'héritage, on prend tout. Que la jeune génération puisse étudier sans avoir à travailler ! On a de quoi financer un revenu mensuel de 1063€ pour tous les étudiants et élèves dans l'enseignement professionnel.#MelenchonBordeaux https://t.co/hYWbju8xEK",
4797,"Au lieu de pleurnicher sur l'état de la gauche, vous auriez mieux fait d'écrire des programmes pour qu'on puisse discuter et de faire du porte-à-porte ! Nous, on essaie de convaincre et d'organiser un autre monde.#MelenchonBordeaux https://t.co/TQBDyBg56F",delete
4798,"Non seulement nous sommes en lutte contre un système économique, mais aussi contre une vision de notre propre place dans la nature. Nous devons nous libérer d'une vision qui nous fait trouver la brutalité sur les animaux normale.#MelenchonBordeaux https://t.co/S5u3hS20xh",
4799,Nous voulons que l'essentiel de l'agriculture soit dirigée vers la production de produits bio qui nous permettent que dans toutes les cantines du pays les enfants mangent sainement ! Les agriculteurs sont prêts à le faire.#MelenchonBordeaux https://t.co/wOgQBD8c5T,
4800,"Dès le lendemain de l'installation d'un gouvernement de l'Union Populaire, il sera interdit d'utiliser le glyphosate. Aucun produit agricole n'entrera en France s'il en contient. Nous pratiquerons le protectionnisme écologique concernant l'alimentation.#MelenchonBordeaux https://t.co/hDN0uLa1qr",juridique
4801,Nous allons mettre en place un héritage maximum à 12 millions d'euros. Et nous utiliserons cet argent pour financer l'allocation d'autonomie pour les jeunes à 1.063 euros par mois. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/PcGnGtqed5,pouvoir achat
4802,Vous avez des sondeurs qui ont décidé d'éliminer de leurs sondages ceux qui ne sont pas certains à 100% de leur réponse. De qui on parle ? Des milieux populaires. Le vote populaire est gommé. C'est lui qui fera la différence en avril.#MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/OWIY3ehNC1,
4803,"Qu'est-ce qui me marque le plus dans la période ? Les vagues de suicides. Dans notre pays, il se suicide en moyenne 1 paysan par jour. Dans l'éducation nationale, 1 personne par semaine. Il faut redonner l'énergie, l'espoir, c'est l'Union populaire ! #MelenchonBordeaux https://t.co/wpnh19CS9v",education
4804,"Il nous faut récupérer la capacité d'interdire le travail détaché en France. Si cela contrevient aux traités européens, et bien nous désobéirons !#MelenchonBordeaux https://t.co/95zkqXv0R5",
4805,Il y a 8 candidats qui peuvent être considérés comme «gauche». Et à droite ? Il y en a 9 ! Pourquoi on ne parle pas de la division de la droite ? #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/WLCQVc0qeK,
4806,"Au lieu de pleurnicher sur la division, certains auraient mieux fait d'écrire des programmes pour qu'on puisse discuter. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/OOFfJs0bFU",autre
4807,"Ces hommes et ces femmes qu'on appelle des techniciens de surface ne peuvent pas continuer à vivre dans ces conditions de travail absurdes, avec des amplitudes horaires insupportables. Les négociations dans le secteur doivent reprendre, de grès ou de force ! #MelenchonBordeaux https://t.co/e5mVPrz9MK",emploi
4808,"Le programme «L'Avenir en commun» assume d'avoir une option préférentielle pour les plus pauvres, pour les plus démunis. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/uQDNtn9745",
4809,"Pour M. #Macron, chacun est responsable de sa situation : le chômeur est responsable du chômage, le pauvre de la pauvreté, le malade de la maladie. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/Ijo0ILQeKT",emploi
4810,"Notre conscience d'humains nous donne une responsabilité vis-à-vis des autres êtres sensibles. Parce que nous sommes conscients de cette sensibilité, même si nous ne la comprenons pas. Être écologiste aujourd'hui, c'est se sentir redevable de tout le vivant.#MelenchonBordeaux https://t.co/D53MihmTC8",
4811,"Il faudra produire et consommer autrement. C'est en cela que consiste la révolution citoyenne, c'est-à-dire la reprise de contrôle sur tous les compartiments qui conduisent à l'organisation de notre vie quotidienne.#MelenchonBordeaux https://t.co/8f3WKU8GVC",
4812,"La peur leur permet de tenir les gens en laisse. Partout, on voit les démissions et des refus de postuler ! Le gouvernement de l'Union Populaire titularisera les 800 000 précaires de la fonction publique.#MelenchonBordeaux https://t.co/8LQb3rEkNy",autre
4813,"70% des oiseaux vivants sont des oiseaux d'élevages. Pour ce qui concerne les poulets, ils vivent dans l'élevage intensif sur l'équivalent d'une feuille de papier A4. Ce n'est pas normal. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/mSbDFlYoSj",securite
4814,"Il y a des épidémies qu'on ne voit pas, comme l'épidémie de diabète. Elle frappe beaucoup de monde. Il va donc falloir prendre les décisions politiques qui vont consister à abaisser les quantités de sucre et de sel dans l'alimentation.#MelenchonBordeaux https://t.co/GbqvjPhXvi",
4815,"Nous voulons que dans les cantines scolaires, on ait des produits issus d'une agriculture bio et locale. l'Union européenne considère que c'est une atteinte à la concurrence. Nous désobéirons. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/ZzJczSfwZg",education
4816,"Il faut trouver 200.000 à 300.000 paysans pour faire l'agriculture bio et vivrière dans notre pays. Il faut donc changer la condition sociale dans ce métier, pour que des jeunes gens aient davantage envie de le faire. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/7VSpYo9LAb",
4817,"Dans 99,8% des urines des Français de l'Hexagone, on trouve des pesticides. Il faut arrêter avec ça, c'est urgent. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/0BSXXmj9ow",
4818,N'y a t-il pas déjà des épidémies dans notre pays dont on ne parle pas ? Il y a eu 4 épidémies de grippe aviaire desquelles on n'a rien appris !Ce sont les élevages ultra-concentrés qui sont le lieu du transfert des virus. Nous fermerons les fermes usines !#MelenchonBordeaux https://t.co/0hPe2jpdXl,sante
4819,"Il est honteux que dans ce pays 8 millions de personnes aillent à l'aide alimentaire, que des enfants aient froid et faim, que 5 personnes soient plus riches que 27 millions d'autres ! Comment cette France-là a pu se mettre en place ? #MelenchonBordeaux https://t.co/QmhLHxIPb9",aide sociale
4820,"Dans l'Éducation nationale, il y a un suicide par semaine. Un paysan se suicide tous les jours. 10 policiers se sont suicidés depuis le début de l'année. Il est temps de parler du droit au bonheur. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/bkdMEtz1mx",
4821,"Le travail détaché permet de payer les cotisations dans le pays d'origine plutôt que dans le pays où est fait le travail.Nous interdirons le travail détaché en France. Et s'il faut désobéir aux traités européens, nous désobéirons. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/jKm04DZKpE",emploi
4822,Il faut mettre un terme aux amplitudes horaires insupportables pour les techniciens de surface. Les négociations sur le sujet doivent reprendre. De gré ou de force ! #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/yUZdgLGX8d,
4823,"Pourquoi y a-t-il, dans la fonction publique, 800.000 personnes en CDD ? Beaucoup de gens finissent par jeter l'éponge : «puisque vous nous traitez si mal à l'école, à l'hôpital, alors débrouillez-vous». Nous les titulariserons. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/UV4QstmG7i",
4824,"L'Avenir en Commun vient des mouvements citoyens, syndicaux, associatifs, intellectuels, et de l'expérience que nous tous avons accumulée. Nous présentons nos plans programmatiques détaillés sous la direction de @Clemence_Guette !#MelenchonBordeaux https://t.co/L7L5jOOYix",aide sociale
4825,"Le coût en matière de santé lié à la malbouffe, c'est 50 milliards par an de soins. C'est un million de personnes au travail à 2000 euros par mois ! Vous voyez, il y a matière à agir ! #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/CkpIn6uBzG",sante
4826,"Si nous l'emportons, il faudra prendre des mesures immédiates : par décret, on augmentera le SMIC pour le porter à 1400 € net, dans toutes les branches du pays, on convoquera la négociation des salaires, le point d'indice sera dégelé, les prix seront bloqués.#MelenchonBordeaux https://t.co/WWmcd3OLVJ",
4827,"Il ne faut plus accepter qu'on donne dans les départements d'Outre-Mer, dans les Antilles, des produits plus sucrés qu'ailleurs. Il faut prendre des décisions politiques pour diminuer la quantité de sucre dans l'alimentation. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/ARpTfDwm7L",ecologie
4828,"Il est possible de tout changer. C'est plein de cette certitude, appuyée sur le sérieux d'un programme, d'une équipe et de l'enthousiasme que je vois parmi vous, que je me sens fort pour le dire. Dans cette tâche, que chacun sache qu'il y a sa part !#MelenchonBordeaux https://t.co/kiA4KjQ6hl",
4829,"Dans les élevages intensifs, les animaux subissent une souffrance. Et ces élevages provoquent des zoonoses. Il y a en ce moment une épidémie de grippe aviaire dans notre pays. Nous fermerons les fermes-usines. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/XoGkbTEwQS",
4830,"On m'invite à parler 3 minutes et on ne me laisse pas parler de nos idées, de notre programme. Ce qui nous unit, c'est le programme que nous partageons, et que nous appliquerons quand nous arriverons au pouvoir !#MelenchonBordeaux https://t.co/Mc6DHFea5B",autre
4831,"Pour 1€ qu'on paye dans une grande surface pour de la nourriture, seuls 8 centimes vont dans la poche du paysan qui l'a produite. Tout le reste part dans les intermédiaires. Avec nous, les marges des grandes surfaces seront réduites.#MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/5VD9nzkMAU",pouvoir achat
4832,"Quand tant et tant d'enfants ont faim ou froid, il est honteux que dans notre pays, il y ait 5 personnes qui détiennent autant que 27 millions d'autres ! #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/AQyOiDBdjC",
4833,"Salle comble dedans, du monde dehors malgré le froid... Vous êtes près de 3.000 ce soir à #Bordeaux ! Quelle force ! Bravo ! #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/tfxmAANCce",delete
4834,Notre programme est désormais complété par des plans pour être prêts à l'appliquer dès notre arrivée au pouvoir. Je suis fier d'être candidat pour ce programme. #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/51eq2TWiaY,
4835,"Nous avons de grands défis à régler. À ces défis, nous apportons une réponse méthodique, murie dans les profondeurs de la société française : le programme «L'Avenir en commun». #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/HWUBuyuqVw",
4836,"À chaque fois que nous faisons une démonstration de force, c'est pour donner de la force à ceux qui doutent. À tous, nous leur disons : ""Nous pouvons tout changer et c'est dans 70 jours que l'échéance se présente !""#MelenchonBordeaux https://t.co/ZmMqI1lAh6",autre
4837,"Une équipe est là prête à gouverner le pays, qui sait où elle va. Pendant 5 ans, elle a fait la preuve sa détermination à ne jamais céder face aux difficultés durant ces années si rudes face au régime macroniste.#MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/EeSxLKFWcI",autre
4838,Aucune génération n'a eu a affronter à la fois le changement climatique et de tels écarts de richesses. Le système qui est responsable de cette situation et qu'il faut changer porte un nom : le capitalisme financier.  #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/IiaKa25zBs,
4839,"À 70 jours du premier tour, on ne peut plus perdre de temps à une obscure primaire ! Il faut travailler sur le terrain, aller convaincre partout. Respectez notre travail, respectez notre engagement ! #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/476Y7ZYwIk",emploi
4840,"Oui on peut tout changer, car il faut tout changer ! À 70 jours du 1er tour, j'ai la certitude en vous voyant, que la boule de neige va faire son chemin ! Nous sommes en train de construire l'#UnionPopulaire à la base ! #MelenchonBordeaux https://t.co/foRfnUObaN https://t.co/iBhk0hlEs8",
4841,🔴 EN DIRECT - Suivez le meeting de @JLMelenchon à #Bordeaux. #MelenchonBordeaux. Suivez également ce direct sur YouTube : https://t.co/foRfnUObaNEt sur Twitch : https://t.co/k6Vq52e86w https://t.co/I0asBkOsJc,
4842,👏 Déjà beaucoup de monde pour le meeting #MelenchonBordeaux !➡️ Retrouvez le direct sur : https://t.co/foRfnUObaN#MelenchonBordeaux https://t.co/58iFW321bH,delete
4843,"À #Bordeaux, rencontre avec @MuratValerie. Elle a lancé l’alerte sur l’usage des pesticides dans la filière viticole. Au pouvoir, nous en finirons avec le saccage des sols, de l’eau et de notre santé par l’agriculture chimique. Notre plan sur le sujet : https://t.co/HCX1UOsXpI https://t.co/6N0naYYuOp",ecologie
4844,🚜🍽 Comment nous allons bien nourrir tout le monde - Le deuxième plan de «L’Avenir en commun» est en ligne.➡️ https://t.co/HCX1UOsXpI#MelenchonAlimentation https://t.co/1ujcULq96e,
4845,🔴 « Il faut augmenter les salaires pour pouvoir payer le bio. Le modèle agricole doit changer de A à Z. »👉 Retrouvez mon interview avec @sudouest en kiosque et sur : https://t.co/DVnBaiWreS https://t.co/Tng0mY6WQD,ecologie
4846,🔴 Rendez-vous ce lundi 24 janvier à 19h30 pour un meeting de l'Union populaire à #Bordeaux.➡️ Le direct sur Youtube : https://t.co/foRfnUObaN👉 Participez sur les réseaux avec le hashtag #MelenchonBordeaux https://t.co/cIeCVaUGpL,
4847,"Quels que soient ses motifs, un putsch n'est pas acceptable. Roch Kaboré, le président du #BurkinaFaso, doit être libéré et la France ne doit pas cautionner. Les Burkinabés vont s'en mêler.",
4848,Une petite pause pour commenter - Nouvelle note de blog à découvrir et partagerhttps://t.co/v7lgMIGdRY,delete
4849,🔴 #Glyphosate : assez de polluer les sols et l’eau ! 99% des Français en ont dans leur urine. Il est temps que ça s’arrête.  👉 Retrouvez l’interview complète avec @Thinker_View sur : https://t.co/Y1WP73DB6j https://t.co/gzLNR8T1me,ecologie
4850,Je veux augmenter les salaires et bloquer les prix. #BFMTVSD https://t.co/clh8qe52KJ,
4851,"Mon programme répond aux urgences de notre société : démocratique, avec la 6e République ; climatique, avec la planification écologique et la règle verte ; sociale, avec le partage des richesses et la réduction des inégalités. Si les Français en veulent, je le ferai.#BFMTVSD https://t.co/wDcHIqGMA5",autre
4852,Vous avez une série de sondeurs qui ont décidé d'éliminer de leurs sondages tous ceux qui ne sont pas certains à 100% de leur réponse. De qui on parle ? Des milieux populaires. Le vote populaire est gommé dans ce pays. C'est lui qui fera la différence en avril.#BFMTVSD https://t.co/q6jpyjcSiV,
4853,"Je suis clairement pour la sortie du nucléaire, parce que c'est dangereux. On me demande comment remplacer nos centrales. La mer contient 66 fois l'énergie dont on a besoin sur Terre. On doit inventer une manière de la capter. Alors, au boulot.#BFMTVSD https://t.co/VfKwZIQa0M",
4854,"@CaronAymericoff @REV_parti Nous ferons la Constituante, la 6e République, le RIC, le droit de révoquer les élus, la planification écologique, le partage du temps de travail avec la retraite à 60 ans. Si le peuple le veut et choisit ce programme, on le fera.  #BFMTVSD",juridique
4855,"En France, un accident #nucleaire majeur, et il n'y a plus de France. Il faut aller plus vite, plus fort, mobiliser des moyens financiers, intellectuels, humains et techniques : ce qui compte c'est trouver la matière grise pour inventer la bifurcation écologique. #BFMTVSD https://t.co/ErwMZvtu5x",aide sociale
4856,"@CaronAymericoff @REV_parti En démocratie, il faut convaincre. Et pour cela, on fait campagne. Nous le faisons sur la base d'un programme : «L'Avenir en commun».  #BFMTVSD",
4857,"Nous devons regarder différemment en tant qu'humaniste la responsabilité de l'être humain par rapport à l'ensemble du vivant. Pourquoi ? Car dans le vivant, l'être humain est le seul qui a une conscience qui lui permet d'avoir une responsabilité. #BFMTVSD https://t.co/WrXG7DLsjE",ecologie
4858,"@CaronAymericoff @REV_parti Le 5 avril prochain, nous serons en meeting dans 6 ou 7 villes en même temps avec un nouveau meeting #hologramme.  #BFMTVSD",
4859,@CaronAymericoff @REV_parti Il y a 5000 éoliennes installées en mer en Europe mais il y en a seulement une seule en France. Et elle est expérimentale. On peut faire mieux.  #BFMTVSD,
4860,Rien ici ne marcherait sans bacheliers professionnels. C'est un niveau qui correspond à la possibilité pour notre pays d'avoir une industrie de bon niveau. Je suis pour leur donner une allocation et renforcer leur formation plutôt que s'y attaquer comme le pouvoir actuel. https://t.co/KEBRy6ZLMj,autre
4861,"Nous sommes le pays de la nuit du 4 août : il faut empêcher que se reconstruisent les privilèges. Au dessus de 12 millions d'héritage, je prends tout pour financer l'allocation d'autonomie des jeunes qui sont à l'université dans l'enseignement professionnel.#BFMTVSD https://t.co/1Qn1Q3q3hL",education
4862,"@CaronAymericoff @REV_parti La mer contient 64 fois l'énergie dont on a besoin sur terre. Allez, au boulot ! Il faut construire les machines houlomotrices, les éoliennes en mer, et tous les outils qui nous permettent de produire de l'énergie en mer.  #BFMTVSD",
4863,Monsieur @CaronAymericoff et son mouvement @REV_parti rejoignent l'#UnionPopulaire mais restent ce qu'ils sont et défendent leurs idées. Ils soutiennent un programme qui inclut beaucoup de leurs mesures et font un compromis pour le reste.  #BFMTVSD,autre
4864,"Ce n'est pas normale qu'il y ait une telle prolifération des cancers de la prostate, du colon, une telle prolifération du diabète et des maladies cardio-vasculaire. Il faut agir sur la quantité de sucre et de sel dans la nourriture.  #BFMTVSD",
4865,"Des responsables politiques n'ont pas l'air de le savoir : le seul salaire qui peut être augmenté par l'État, c'est le SMIC. Je l'augmenterai à 1400€ net. Je convoquerai les négociations annuelles obligatoires pour l’augmentation des salaires pas par entreprise mais par branche. https://t.co/L4NFRHbuRd",
4866,L'une de mes premières mesures écolo serait l'interdiction du #glyphosate. Il y en a dans 99% des urines des Français. Et nous interdirons l'importation de produits qui contiennent du glyphosate pour protéger les productions nationales.#BFMTVSD,juridique
4867,"Dans l'enseignement professionnel, on est passés de 4 années d'enseignement à 3 dont une année d'observation. Il faut augmenter le niveau, remettre une année, et faire une allocation d'autonomie de 1063€/mois pour les jeunes qui étudient.  #BFMTVSD",education
4868,"Pour répondre à l'urgence sociale, il faut bloquer les prix sur les produits de première nécessité. Non pas en baissant le coût de production, ce qui serait injuste pour les paysans, mais en baissant les marges de la grande distribution.#BFMTVSD https://t.co/1eWJf2e0EG",
4869,"Sur 10 grandes fortunes, 8 le sont par succession. Nous mettrons en place un héritage maximum à 12 millions d'euros pour réduire une inégalité fondamentale qui commence à la naissance. Nous utiliserons cet argent pour financer l'allocation d'autonomie pour les jeunes.  #BFMTVSD",pouvoir achat
4870,"Je propose de bloquer immédiatement les prix. La mesure du blocage des prix, notamment sur le carburant, a été prise avec succès en 1991. Elle est permise par le code du commerce, pas besoin d'une nouvelle loi, juste d'une signature du président de la République.#BFMTVSD https://t.co/tctOkRzpwx",
4871,Je suis partisan des négociations par branche et du rétablissement du principe de faveur : aucun accord dans l'entreprise inférieur pour les salariés à l'accord de branche et aucun accord de branche inférieur à la loi.  #BFMTVSD,
4872,"Je demanderai qu'on fasse, dès le début de mon mandat, une négociation sur les salaires organisée par branche et non pas par entreprise.  #BFMTVSD",emploi
