,id,data,label,data_clean
3920,3921,"C’est aussi la fin d’une partie des restrictions pour la pratique sportive. Tous les moins de 18 ans vont pouvoir reprendre une activité sportive normale. Pour les adultes, les sports de plein air et sans contact redémarrent également. https://t.co/rW1h5cwGn0",culture,fin partir restriction pratiquer sportif aller pouvoir reprendre activite sportif normale adulte sport plein air contact redemarrer
3921,3922,"Nous y sommes !Terrasses, musées, cinémas, théâtres… Retrouvons ce qui fait notre art de vivre. Dans le respect des gestes barrières. https://t.co/UXfOKur9D0",culture,terrasser musee cinema theatre retrouver art vivre respect geste barriere
3929,3930,"Nous avons franchi la première étape de ce que nous sommes convenus d’appeler un New Deal avec le continent africain. Nous sommes dans un contexte exceptionnel où se jouent non seulement la sortie de crise, mais aussi notre capacité à réinventer notre modèle de croissance. https://t.co/7rZN1yzorc",international,franchir etape convenu appeler new deal continent africain contexte exceptionnel jouer non sortir crise capacite reinventer modele croissance
3930,3931,"L’attractivité de l’Afrique, c’est sa jeunesse !Elle est la plus entreprenante au monde. Mais le soutien à ce secteur n’a jamais été une priorité. Nous venons corriger ce paradoxe en lançant une Alliance pour l’entrepreneuriat africain.",aide_sociale,attractivite afrique jeunesse entreprenant monde soutien secteur jamais priorite venir corriger paradoxe lancant alliance entrepreneuriat africain
3932,3933,"Au-delà de l’allègement du fardeau de la dette, la communauté internationale ouvre la voie à un soutien budgétaire. Notre objectif : faire plus pour l’Afrique et mobiliser avec la communauté internationale au moins 100 milliards de dollars.",international,dela allegement fardeau dette communaute international ouvrir voir soutien budgetaire objectif faire afrique mobiliser communaute international milliard dollar
3933,3934,"Pour un accès équitable aux vaccins en Afrique, la France s’est fortement engagée pour accélérer les livraisons et aller au-delà des 50 millions de doses transférées par le mécanisme Covax. Au-delà des dons, nous devons aider l'Afrique à produire des vaccins sur son continent.",aide_sociale,acces equitable vaccin afrique france fortement engage accelerer livraison aller dela million doser transferer mecanisme covax dela don devon aider afrique produire vaccin continent
3935,3936,Notre objectif : faire plus pour l’Afrique.,international,objectif faire afrique
3936,3937,"Chaîne de l’animation et de l’éducation, France 4 a pris une place à part dans les foyers, notamment depuis la pandémie. Je souhaite qu’elle poursuive sa mission autour de deux axes : jeunesse en journée, culture en soirée, pour prolonger le succès de l’expérience Culturebox.",culture,chaine animation education france pris placer partir foyer pandemie souhaiter poursuivre mission autour axe jeunesse journee culture soiree prolonger succes experience culturebox
3938,3939,"Le Sommet de Paris pour le financement des économies africaines est celui de l'urgence face à la pandémie. C’est aussi celui de l'ambition. Car l’Afrique a tout pour réussir : sa jeunesse, sa force productive et sa capacité à relever les défis. Nous sommes mobilisés à ses côtés. https://t.co/ecpCBBHcHg",international,sommet paris financement economie africain urgence face pandemie ambition afrique reussir jeunesse forcer productif capacite relever defi mobiliser cote
3944,3945,"La France est fière d’être la porte par laquelle le Soudan réintègre pleinement la communauté des Nations. La France est fière que ce soit ici, au Champ de Mars, que la transition soudanaise s’offre aujourd’hui comme modèle pour l'Afrique et le monde. https://t.co/Kes32fbBOO",international,france fier porter soudan reintegrer pleinement communaute nation france fier ici champ mars transition soudanais offrir modele afrique monde
3945,3946,"Aimez qui vous voulez.En cette journée contre l'homophobie, la transphobie et la biphobie, nous portons ce message haut et fort.",democratie,aimer vouloir journee contrer homophobie transphobie biphobie porter message haut fort
3948,3949,"La lutte contre les contenus terroristes et extrémistes violents ne peut se faire au détriment de nos valeurs : sociétés ouvertes, règle de droit, un Internet libre, ouvert et sûr. C'est à nous, démocraties et défenseurs des libertés, de trouver les bonnes solutions.",democratie,lutter contrer contenu terroriste extremiste violent pouvoir faire detriment valeur societe ouvrir regler droit internet libre ouvrir democratie defenseur liberte trouver bonne solution
3950,3951,"Notre appel a été entendu : 55 États (dont tous ceux de l'Union européenne), la Commission européenne, deux organisations internationales et dix entreprises sont engagés. Le réseau consultatif de l'Appel de Christchurch compte 47 organisations de la société civile. Ensemble !",international,appel entendu etat union europeen commission europeen organisation international entreprise engage reseau consultatif appel christchurch compter organisation societe civil ensemble
3952,3953,"Les contenus terroristes et extrémistes violents n'ont leur place nulle part. Avec la Nouvelle-Zélande, il y a deux ans, nous avons lancé un appel à lutter contre eux, en associant États, entreprises et société civile.",securite,contenu terroriste extremiste violent placer nulle partir nouvelle zelande lancer appel lutter contrer associer etat entreprise societe civil
3962,3963,"Les forces armées de l’Azerbaïdjan ont pénétré sur le territoire arménien. Elles doivent s'en retirer immédiatement. Je dis une nouvelle fois au peuple Arménien : la France est solidaire, elle le restera.",international,forcer armee azerbaidjan penetre territoire armenien devoir retirer immediatement nouvelle fois peupler armenien france solidaire rester
3966,3967,"De Paris à Varsovie, de Londres à Ankara, de Budapest à Zagreb, partout, chaque femme, chaque fille, a le droit à une vie sans violence. Ce n’est pas négociable. C'est un droit universel. Mon message pour les 10 ans de la Convention d'Istanbul :https://t.co/N265cBLmuy",democratie,paris varsovie londres ankara budapest zagreb partout femme fille droit vie violence negociable droit universel message convention istanbul
3968,3969,"Il y a 20 ans, la République française, fidèle à sa devise, devenait le premier État à reconnaître la traite et l'esclavage en tant que crime contre l'humanité. Bien avant, Toussaint Louverture puis Victor Schœlcher montrèrent la voie. Nous ne les oublions pas. https://t.co/hRcJieZlnX",culture,republique francais fidele deviser devenir etat reconnaitre traiter esclavage crime contrer humanite bien toussaint louverture victor schoelcher montrer voir oublier
3969,3970,"C’est ici, à Strasbourg, que bat le cœur de la démocratie européenne, du Conseil de l’Europe au Parlement européen : nos valeurs sont notre force et notre identité. Merci à toutes celles et à tous ceux qui les font vivre. Vive l'Europe ! https://t.co/SThhID28Nl",democratie,ici strasbourg battre coeur democratie europeen conseil europe parlement europeen valeur forcer identite faire vivre vivre europe
3972,3973,"Partout les citoyens demandent à participer au changement. L’Europe a besoin d’une nouvelle respiration démocratique. C’est le sens de la Conférence sur l’avenir de l’Europe que nous lançons aujourd’hui, à Strasbourg. https://t.co/i6G5T8Ul3Q",democratie,partout citoyen demander participer changement europe besoin nouvelle respiration democratique sens conference avenir europe lancon strasbourg
3974,3975,"Encore, toujours.Ravivons cette flamme du Soldat inconnu. Souvenons-nous des héros qui sont tombés pour la paix et la liberté. Honorons les femmes et les hommes qui s'engagent, se battent, pour que vive cet héritage. https://t.co/iBo3UcaZil",securite,ravivons flamme soldat inconnu souvenir heros tombe paix liberte honorer femme homme engager battre vivre heritage
3977,3978,"Réunis à Porto pour renforcer l’ambition sociale de l’Europe. En 4 ans, nous avons avancé : congé parental, protection des travailleurs précaires, encadrement du travail détaché. Allons plus loin : pour des salaires décents, l’égalité femmes-hommes, la formation, la jeunesse. https://t.co/GsoGg43YSv",emploi,reunir porto renforcer ambition social europe avance conge parental protection travailleur precaire encadrement travail detache aller loin salaire decent egalite femme homme formation jeunesse
3980,3981,"Aucun créneau ne doit être perdu. À partir du 12 mai, les rendez-vous qui n’auront pas trouvé preneur 24 heures avant seront ouverts à tous les adultes volontaires, sans condition.https://t.co/H6mJCiN6iG",sante,aucun creneau perdu partir mai trouve preneur heure ouvrir adulte volontaire condition
3983,3984,"De l’Empire nous avons renoncé au pire, de l’Empereur nous avons embelli le meilleur. Commémorer le bicentenaire de la mort de Napoléon, ce n'est pas juger le passé avec les lois du présent. C'est retracer ce que nous sommes nous, Français. https://t.co/RQqwExn8UM",culture,empirer renoncer pire empereur embellir meilleur commemorer bicentenaire mourir napoleon juger passe loi present retracer francais
3987,3988,"À nos médecins, infirmiers, pharmaciens, pompiers, militaires, vétérinaires, dentistes, à celles et ceux qui sont à l’œuvre pour vacciner les Français, qui assurent les soins dans nos hôpitaux, nous protègent : merci. Vous faites honneur à notre pays. Vous faites la #FranceUnie.",sante,medecin infirmier pharmacien pompier militaire veterinaire dentiste oeuvre vacciner francais assurer soin hopital proteger honneur pays franceunie
3989,3990,"Aujourd’hui, jour anniversaire de Camerone, la Nation se souvient de tous les étrangers qui ont mis leur courage au service de la France et de son idéal de liberté. La France remercie les légionnaires d’aujourd’hui et leurs anciens à travers le monde, et ne les oublie pas.",international,jour anniversaire camerone nation souvenir etranger mis courage service france ideal liberte france remercier legionnaire ancien travers monde oublier
3992,3993,Vous avez 50 ans ou plus : rendez-vous le 15 mai pour vous faire vacciner.,sante,mai faire vacciner
4001,4002,Je propose de pavoiser aux couleurs de l'#Ukraine tous les bâtiments officiels en solidarité avec le peuple ukrainien.,international,proposer pavoiser couleur ukraine batiment officiel solidarite peupler ukrainien
4004,4005,"Comment peut-on supporter que 40% de la population vive sous le seuil de pauvreté ? Contre la vie chère, je propose le blocage des prix.Il faut que reprenne la production locale, car la Réunion pourrait être coupée du commerce avec le changement climatique.#8h30FranceInfo https://t.co/SZsktuoOWN",ecologie,pouvoir supporter population vivre seuil pauvrete contrer vie cher proposer blocage prix falloir reprendre production local reunion pouvoir coupee commercer changement climatique hfranceinfo
4005,4006,"J'avais dit qu'essayer d'établir l'OTAN à la frontière de la Russie mènerait à un incident majeur. On n'a pas voulu parler de sécurité et de frontières, on est en guerre.Nous ne pouvons accepter que qui que ce soit transforme le territoire européen en champ de guerre. https://t.co/90fgiVffKu",international,essayer etablir otan frontiere russie mener incident majeur voulu securite frontiere guerre pouvoir accepter transformer territoire europeen champ guerre
4010,4011,"Amener des armes en Ukraine ? On a vu ce que ça a donné dans certains pays, tout le monde sait que c'est perdu, où iraient toutes ces armes ?Il faut :1) exiger le cessez-le-feu2) le retrait des troupes russes3) réunir une conférence sur les frontières et la sécurité en Europe https://t.co/chKg4p09XK",international,amener armer ukraine donne pays monde savoir perdu aller armer falloir exiger cesser feu retrait troupe russe reunir conference frontiere securite europe
4014,4015,"@davidlisnard @gerard_larcher Quand on achète un produit agricole dans une grande surface, pour un euro dépensé, seuls 8 centimes vont au producteur agricole. Il est temps que les intermédiaires et la grande distribution mettent la main à la poche.  #8h30FranceInfo",pouvoir_achat,davidlisnard gerard_larcher acheter produit agricole grand surface euro depenser centime aller producteur agricole temps intermediaire grand distribution mettre main pocher hfranceinfo
4016,4017,"@davidlisnard @gerard_larcher Je propose de maintenir et d’étendre à l'Hexagone le système de blocage des prix qui existe dans les Outre-mer pour faire face à l'augmentation des prix du gaz, de l'énergie et de l'alimentation.#8h30FranceInfo",pouvoir_achat,davidlisnard gerard_larcher proposer maintenir etendre hexagone systeme blocage prix exister outrer mer faire face augmentation prix gaz energie alimentation hfranceinfo
4017,4018,"@davidlisnard @gerard_larcher À La Réunion, nous devons retrouver une agriculture vivrière, c'est à dire protéger les produits locaux et augmenter la production dans le domaine de l'agriculture destinée à l'alimentation.#8h30FranceInfo",securite,davidlisnard gerard_larcher reunion devon retrouver agriculture vivriere proteger produit local augmenter production domaine agriculture destinee alimentation hfranceinfo
4020,4021,Je ne refuserai jamais ma solidarité dès qu'il s'agit de l'intérêt de mon pays.    #8h30FranceInfo,aide_sociale,refuser jamais solidarite agir interet pays hfranceinfo
4022,4023,"On voit aujourd'hui que rien n'a été prévu pour faire face à une situation qui avait pourtant été envisagée. C'est incroyable. Cela signifie que désormais, n'importe quel coup de force est possible en #Europe et qu'on s'expose seulement à des sanctions.    #8h30FranceInfo",international,voir rien prevoir faire face situation pourtant envisage incroyable signifier importer coup forcer europe exposer sanction hfranceinfo
4023,4024,"Depuis au moins 2014, je dis que si on essaie d'établir l'#OTAN jusqu'aux frontières de l'#Ukraine, on s'expose à un risque majeur sur les frontières. J'ai toujours dit aussi qu'une menace sur les frontières est insupportable.   #8h30FranceInfo  https://t.co/NanltNCrRM",securite,essayer etablir otan frontiere ukraine exposer risquer majeur frontiere menacer frontiere insupportable hfranceinfo
4025,4026,Je suis étonné de voir que l'#OTAN a dit ce qui risquait de se passer mais sans avoir rien prévu pour y faire face. #8h30FranceInfo,international,etonne voir otan risquer prendre rien prevoir faire face hfranceinfo
4026,4027,Je soutiens les sanctions contre la #Russie vu qu'il ne reste que cela. Mais je suis à peu près persuadé qu'elles ne serviront à rien sinon à rendre la vie plus difficile pour les Russes mais surtout pour les Français puisque les prix du gaz et de l'alimentation vont augmenter.,pouvoir_achat,soutien sanction contrer russie rester persuade servir rien vie difficile russe francais prix gaz alimentation aller augmenter
4028,4029,🔴 #Ukraine : je condamne l'attaque de #PoutineRetrouvez mon intervention sur France 2.#Russie #SpecialUkraineFrance2 https://t.co/bAebPDm2V3,international,ukraine condamner attaquer poutineretrouvez intervention france russie specialukrainefrance
4031,4032,"Je n'ai jamais soutenu monsieur Vladimir Poutine. Jamais. Je vous mets au défi de le prouver. Mais dès que quelqu'un s'oppose à un raisonnement, vous le traitez en agent de l'ennemi. Je ne soutiens jamais quelqu'un qui franchit une frontière. #SpecialeUkraineFrance2",international,jamais soutenu monsieur vladimir poutine jamais mettre defi prouver opposer raisonnement traiter agent ennemi soutien jamais franchir frontiere specialeukrainefrance
4032,4033,"Quelles que soient les causes, quels que soient les motifs, on ne peut accepter que monsieur Poutine franchisse les frontières en Europe. #SpecialeUkraineFrance2",international,causer motif pouvoir accepter monsieur poutine franchir frontiere europe specialeukrainefrance
4034,4035,"Depuis 2014, j'ai dit que les Russes n'accepteraient jamais que l'OTAN s'étende jusqu'à ses frontières. Nous sommes maintenant du fait russe dans un rapport de force pur et simple. #SpecialeUkraineFrance2",international,russe accepter jamais otan etendre frontiere maintenir russe rapport forcer pur simple specialeukrainefrance
4038,4039,"L'augmentation du SMIC permettra d'améliorer les conditions d'existence des réunionnais. Quand les gens sont mieux payés, ils ne placent pas leur argent dans des actions, ils consomment pour manger mieux, pour vivre dans des meilleures conditions. #AntenneReunion https://t.co/wqN7GUc5sR",pouvoir_achat,augmentation smic permettre ameliorer condition existence reunionnais mieux paye placer argent acter consommer manger mieux vivre meilleur condition antennereunion
4040,4041,"Je propose d'étendre le système réunionnais de blocage des prix au reste du pays. L'État peut baisser les taxes, mais c'est avant tout aux pétroliers, donc au trésor privé, de payer. La planification permet l'ordre et la maîtrise des évènements.#AntenneReunion https://t.co/fbBrxAKtq4",pouvoir_achat,proposer etendre systeme reunionnais blocage prix rester pays etat pouvoir baisser taxer petrolier tresor prive payer planification permettre ordre maitriser evenement antennereunion
4043,4044,"Nous ne pouvons pas vouloir d'une guerre. Nous avons des choses à exiger. Il faut obtenir un cessez-le-feu, demander le retrait des troupes russes et entamer une discussion autour des conditions de sécurité des Russes et les nôtres.#AntenneReunion #Ukraine #Russie https://t.co/jgzAVQQBmK",international,pouvoir vouloir guerre choses exiger falloir obtenir cesser feu demander retrait troupe russe entamer discussion autour condition securite russe notres antennereunion ukraine russie
4046,4047,"On ne va pas mettre sur le dos des Réunionnais les surcoûts de la route du littoral. Quand une décision, même contestable, est prise, il faut l'assumer et faire preuve de solidarité nationale.  #AntenneReunion",aide_sociale,mettre dos reunionnais surcouts route littoral decision contestable priser falloir assumer faire preuve solidarite nationale antennereunion
4049,4050,Je propose d'étendre le système réunionnais sur l'essence à tout l'Hexagone. Ici les prix sont bloqués.  #AntenneReunion,pouvoir_achat,proposer etendre systeme reunionnais essence hexagone ici prix bloque antennereunion
4052,4053,Je suis sidéré de voir que les Russes aient pu décider une chose pareille. Cela ramène la violence comme un moyen de régler les conflits en Europe. La France doit être à l'initiative pour un cessez-le-feu et un retrait des Russes.#AntenneReunion #Ukraine #Russie,international,sidere voir russe pouvoir decider chose pareil ramener violence moyen regler conflit europe france initiative cesser feu retrait russe antennereunion ukraine russie
4056,4057,"Il faut avancer en ayant à coeur l'intérêt de notre pays. Il y a plusieurs sujets sur lesquels on peut tous tomber d'accord : cessez-le-feu, retrait des troupes russes, échange sur la sécurité en Europe.  #LCI #Ukraine #Russie",securite,falloir avancer coeur interet pays sujet pouvoir tomber accord cesser feu retrait troupe russe echanger securite europe lci ukraine russie
4058,4059,"Le non-alignement reste mon orientation politique. Quand on n'est pas aligné, cela ne veut pas dire être neutre. On n'est pas neutre quand un territoire est envahi sur le continent européen.  #LCI #Ukraine #Russie",international,non alignement rester orientation politique aligne vouloir neutre neutre territoire envahir continent europeen lci ukraine russie
4059,4060,Les Ukrainiens sont envahis. L'invasion russe en Ukraine change le cours de l'Histoire en Europe. C'est un recul terrible : un usage de la force sur le vieux continent.#LCI #Ukraine #Russie,international,ukrainien envahir invasion russe ukraine changer cours histoire europe recul terrible usage forcer vieux continent lci ukraine russie
4064,4065,🔴 Attaque de la #Russie en #Ukraine - Communiqué. https://t.co/FuM3cuhEsw,international,attaquer russie ukraine communique
4073,4074,"Je veux profiter de ma présence à cette tribune pour rappeler à tous ceux qui peuvent m'entendre au #Mali, qui nous sommes et de pourquoi nous sommes là. La France n'a pas envahi le Mali. La France est intervenue à la demande des autorités maliennes.  #DirectAN",international,vouloir profiter presence tribune rappeler pouvoir entendre mali france envahir mali france intervenir demander autorite maliennes directan
4076,4077,"Au début de l'action au #Mali, les militaires français ont détruit la colonne d'invasion à la demande du gouvernement du Mali et conformément aux accords de défense qui lient nos deux pays.  #DirectAN https://t.co/0PEAPRP53S",securite,debut action mali militaire francais detruire colonne invasion demander gouvernement mali conformement accord defense lier pays directan
4079,4080,Il faut une conférence sur la paix et la sécurité en Europe. Le rapport de force ne nous mènera nulle part.  #MelenchonUkraine https://t.co/w89UscmvoH,securite,falloir conference paix securite europe rapport forcer mener nulle partir melenchonukraine
4080,4081,"#Poutine est en train de faire une prise d'avantage énorme, sans doute parce qu'il pense que l'#Ukraine va entrer dans l'#OTAN. Mais on ne peut accepter cela. On ne peut accepter la mise en cause des frontières par la force.  #MelenchonUkraine https://t.co/w89UscmvoH",international,poutine train faire priser avantager enorme douter penser ukraine entrer otan pouvoir accepter pouvoir accepter miser causer frontiere forcer melenchonukraine
4082,4083,"Au point de départ, il y a eu une logique impérialiste du côté américains. Mais on ne peut jamais accepter qu'une situation se règle par la force. Mon sujet à moi, c'est la paix, et comment faire pour la préserver.  #MelenchonUkraine https://t.co/w89UscmvoH",securite,point departir logique imperialiste cote americain pouvoir jamais accepter situation regler forcer sujet paix faire preserver melenchonukraine
4083,4084,"Quand l'URSS s'est effondré, il a été promis aux Russes que l'OTAN ne s'étendrait pas à l'Est. Cette promesse n'a pas été respectée. #MelenchonUkraine https://t.co/w89UscmvoH",international,urss effondre promis russe otan etendre promesse respecte melenchonukraine
4085,4086,Il ne faut pas accepter l'occupation du territoire du Donbas. #MelenchonUkraine https://t.co/w89UscmvoH,international,falloir accepter occupation territoire donbas melenchonukraine
4086,4087,"Les sanctions qui ont eu lieu dans le passé contre la Russie ont été inefficaces. Elles ont pénalisé les Français. On peut faire des sanctions, mais ça ne règle pas la question. Il ne faut pas d'hypocrisie. Il faut une conférence sur la sécurité en Europe.    #MelenchonUkraine",securite,sanction lieu passe contrer russie inefficace penaliser francais pouvoir faire sanction regler question falloir hypocrisie falloir conference securite europe melenchonukraine
4089,4090,"Les Français ne peuvent accepter des modifications de frontières que discutées, contrôlées, et voulues par les peuples.  #MelenchonUkraine https://t.co/C4WhrKz76B",securite,francais pouvoir accepter modification frontiere discute controler voulu peuple melenchonukraine
4091,4092,"Quel que soit le point de vue qu'on a, on ne peut accepter, quand on est Français, que les frontières soient franchies par la force. Toucher aux frontières, c'est provoquer le risque d'un conflit généralisé.  #MelenchonUkraine https://t.co/C4WhrKz76B",securite,point vue pouvoir accepter francais frontiere franchir forcer toucher frontiere provoquer risquer conflit generalise melenchonukraine
4095,4096,Communiqué sur la situation en #Ukraine. #Russie #Poutine #USA #OTAN https://t.co/8ZXabpMAcz,international,communique situation ukraine russie poutine user otan
4097,4098,"C’est l'agriculture vivrière qui compte pour nous. Je veux bien qu'on aille faire du maïs pour les poules chinoises, mais ce n'est pas le plus urgent. Le plus urgent, c'est de produire en France ce que nous mangeons. Pour cela, il nous faut 300 000 agriculteurs en plus. https://t.co/xMxE0bWzdx",ecologie,agriculture vivriere compter vouloir bien aller faire poule chinois urgent urgent produire france manger falloir agriculteur
4104,4105,"@ParlementPop Nous parlons à des êtres humains d'autres êtres humains. Quand on parle de pauvreté, on peut donner beaucoup de statistiques. Mais on parle d'êtres humains, de faits sociaux et culturels.  #UnionPopulaire https://t.co/nGTSQb6GLF https://t.co/A9g62bIF3o",culture,parlementpop humain humain pauvrete pouvoir donner beaucoup statistique humain social culturel unionpopulaire
4106,4107,"@ParlementPop Sur l'#Ukraine, on doit tenir bon sur les principes. Je suis pour une France non-alignée. Ni la Russie ne doit entrer en Ukraine, ni les USA ne doivent annexer l'Ukraine dans l'OTAN.  #UnionPopulaire https://t.co/nGTSQb6GLF https://t.co/DBWHTOhJPQ",international,parlementpop ukraine bon principe france non aligne russie entrer ukraine user devoir annexer ukraine otan unionpopulaire
4107,4108,"@ParlementPop On me repeint en poutinien, je ne comprends pas pourquoi. Quand j'ai été à Moscou, j'ai rencontré son opposant du Front de gauche russe, Sergueï Oudaltsov, qui a passé 4 ans en prison pour son engagement politique.  #UnionPopulaire https://t.co/nGTSQb6GLF https://t.co/DNiXCksZc7",democratie,parlementpop repeint poutinien comprendre moscou rencontre opposer front gauche russe serguei oudaltsov passe prison engagement politique unionpopulaire
4110,4111,Nous avons un conflit d'usage sur la chasse : elle ne doit pas être possible le week-end et pendant les vacances scolaires. On doit aussi stopper la vente des armes les plus puissantes. C'est le sens de la proposition de loi que @LachaudB a déposée en 2018.#DimPol https://t.co/NKqDXcFP2y,democratie,conflit usage chasser week end pendre vacance scolaire stopper venter armer puissant sens proposition loi lachaudb deposer dimpol
4112,4113,"Ma bataille est contre la malbouffe. La production industrielle de nourriture aboutit à des horreurs telles que les fermes usines, qui sont sources de pandémies, ou l'épandage généralisé de pesticides. Les maladies engendrées touchent d'abord les plus modestes.#DimPol https://t.co/w02XxzWy7H",sante,batailler contrer malbouffe production industriel nourriture aboutir horreur fermer usine source pandemies epandage generalise pesticide maladie engendrer toucher modeste dimpol
4115,4116,"Je propose un programme, un candidat, une équipe. Si les Français veulent la 6e République, la planification écologique, qu'ils votent pour moi et cela sera appliqué de A à Z. Je fais confiance à l'intelligence des Français.#DimPol https://t.co/m5EK2XzrMz",ecologie,proposer programmer candidat equiper francais vouloir republique planification ecologique voter applique z faire confiance intelligence francais dimpol
4116,4117,Le député insoumis @LachaudB a déposé une proposition de loi en novembre 2018 pour interdire la chasse le week-end. C'est un moyen de résoudre les conflits d'usage dans la forêt. #DimPol,democratie,depute insoumis lachaudb deposer proposition loi novembre interdire chasser week end moyen resoudre conflit usage foret dimpol
4118,4119,"Je reviendrai par décret sur la réforme de l'assurance chômage. J'annulerai cette décision absolument cruelle qui a fait baisser l'allocation chômage d'1,5 million de personnes dans ce pays.#DimPol https://t.co/I1Od2SKVly",emploi,revenir decret reformer assurance chomage annuler decision absolument cruel baisser allocation chomage million personnes pays dimpol
4121,4122,"Chaque fois que le SMIC a été augmenté dans les négociations annuelles obligatoires, tous les autres salaires ont progressé. Quand les salaires augmentent la croissance progresse car dans ce pays 53% du PIB est lié à la consommation populaire.#DimPol https://t.co/PSQaedIIBv",pouvoir_achat,fois smic augmenter negociation annuel obligatoire salaire progresser salaire augmenter croissance progresser pays pib lie consommation populaire dimpol
4124,4125,"Si on compte les inscrits à Pôle Emploi de toutes les catégories, le chiffre est stable depuis 2 ans : près de 6 millions. Fanfaronner sur la soi-disant baisse du chômage n'a qu'un effet : la culpabilisation permanente des chômeurs. C'est insupportable.#DimPol https://t.co/lVJDvuwTwy",emploi,compter inscrit pole emploi categorie chiffrer stable million fanfaronner disant baisser chomage culpabilisation permanenter chomeur insupportable dimpol
4125,4126,"Si je suis élu, chacun des jeunes gens qui ira dans l'enseignement professionnel et n'est pas dans le foyer fiscal de ses parents recevra une allocation d'autonomie de 1063€ par mois. #DimPol",education,elu jeune ira enseignement professionnel foyer fiscal parent recevoir allocation autonomie mois dimpol
4127,4128,"Le Président s'est placé dans une situation qui fait baisser la crédibilité de la France. Les Français doivent être non-alignés. Les Russes ne doivent pas passer la frontière de l'Ukraine, les Américains ne doivent pas annexer l’#Ukraine dans l’#OTAN. #DimPol https://t.co/8d98r8a1h9",securite,president place situation baisser credibilite france francais devoir non aligne russe devoir prendre frontiere ukraine americain devoir annexer ukraine otan dimpol
4128,4129,"J'interdirai le travail détaché en France. C'est un vol de la Sécurité sociale, puisque les cotisations restent payées dans le pays d'origine. #DimPol",democratie,interdire travail detache france vol securite social cotisation ruer paye pays origine dimpol
4130,4131,"Quand on augmente le salaire le plus bas, cela crée un effet sur tous les autres salaires. Il faut aussi qu'il y ait des négociations par branche pour l'augmentation des salaires. #DimPol",emploi,augmenter salaire creer salaire falloir negociation brancher augmentation salaire dimpol
4131,4132,L'augmentation du SMIC à 1400€ nets c'est un partage de la valeur ajoutée qui se fait en faveur du travail et non du capital. #DimPol,pouvoir_achat,augmentation smic net partager valeur ajoute faveur travail non capital dimpol
4133,4134,Ma position est la suivante : les Français doivent être non-alignés. La #Russie ne doit pas franchir la frontière de l'#Ukraine et les États-Unis ne doivent pas annexer l'Ukraine dans l'#OTAN. #DimPol,international,position francais devoir non aligne russie franchir frontiere ukraine etat unir devoir annexer ukraine otan dimpol
4139,4140,"Le principal problème vers lequel on se dirige à l'avenir, c'est l'accès à l'eau. Nous voulons réorganiser les Régions en fonction de cet enjeu.   #MelenchonHautesAlpeshttps://t.co/EqrHgNQS5w",ecologie,principal probleme diriger avenir acces eau vouloir reorganiser region fonction enjeu melenchonhautesalpes
4145,4146,"Emmanuel Macron a prétendu être choqué de la situation des #EHPAD. Menteur ! Nous avons remis un rapport sur le sujet, où la maltraitance était évoquée. Il ne peut plus être question de faire du profit sur nos anciens et de laisser les maltraitances perdurer. https://t.co/6MY2ypapp9",pouvoir_achat,pretendu choque situation ehpad menteur remis rapport sujet maltraitance evoquer pouvoir question faire profit ancien maltraitance perdurer
4149,4150,"La priorité doit être de revenir à une agriculture paysanne et vivrière. Pour cela, il nous faut trouver 300 000 paysans, les former et leur donner des perspectives. Il faut interdire les pesticides et l'importation de produits qui en contiennent.#LaFranceDansLesYeux https://t.co/Wrd7t1q5Fq",democratie,priorite revenir agriculture paysan vivriere falloir trouver paysan former donner perspective falloir interdire pesticide importation produit contenir lafrancedanslesyeux
4151,4152,Aucun métier ne s'improvise. Un enseignement professionnel nécessite un niveau de qualification toujours plus élevé. #LaFranceDansLesYeux https://t.co/oACl1GTx11,education,aucun metier improviser enseignement professionnel necessiter niveau qualification eleve lafrancedanslesyeux
4154,4155,"@CarolineFiat54 @Action_Insoumis Pour avoir une agriculture vivrière, bio et paysanne, il faut recruter 300.000 paysans. Il va donc falloir garantir un revenu et des conditions de vies meilleures pour le monde paysan.   #LaFranceDansLesYeux https://t.co/r8SEZWGEwJ",ecologie,carolinefiat action_insoumis agriculture vivriere bio paysan falloir recruter paysan falloir garantir revenu condition vie meilleur monde paysan lafrancedanslesyeux
4155,4156,"Penser l'organisation territoriale nécessite de penser par rapport à la géographie et aux urgences. Nous allons au devant une crise de l'eau, il faut que les régions soient repensées et correspondent aux bassins versants. La liberté est faite de proximité. #LaFranceDansLesYeux https://t.co/DSLVnHbyoU",securite,penser organisation territorial necessiter penser rapport geographie urgence aller devoir crise eau falloir region repensees correspondre bassin versant liberte proximite lafrancedanslesyeux
4157,4158,"Je rétablirai le Bac Pro en quatre ans au lieu de trois. Si on avait mis cette durée, c'est qu'on en avait besoin. Il faut aussi supprimer l'année d'examen des métiers, pour permettre aux élèves de continuer à apprendre. #LaFranceDansLesYeux https://t.co/L3cuk4drnA",education,retablir bac pro lieu mis duree besoin falloir supprimer annee examen metier permettre eleve continuer apprendre lafrancedanslesyeux
4160,4161,@CarolineFiat54 @Action_Insoumis Je propose une organisation du territoire qui repose sur la commune. La commune est au coeur de l'Histoire de France. Elle est l'échelon de base de la démocratie.   #LaFranceDansLesYeux https://t.co/Ygq2LmhsUo,culture,carolinefiat action_insoumis proposer organisation territoire reposer commune commune coeur histoire france echelon baser democratie lafrancedanslesyeux
