1_ortho,3_lemme
accrues,accru
accrurent,accroître
accrus,accroître
accrus,accru
accrut,accroître
accrédita,accréditer
accréditaient,accréditer
accréditait,accréditer
accréditant,accréditer
accréditation,accréditation
accréditations,accréditation
accréditer,accréditer
accréditif,accréditif
accrédité,accréditer
accrédité,accrédité
accréditée,accréditer
accréditée,accrédité
accrédités,accréditer
accrédités,accrédité
accrédités,accrédité
accrétion,accrétion
accrût,accroître
accu,accu
accueil,accueil
accueillaient,accueillir
accueillais,accueillir
accueillait,accueillir
accueillant,accueillant
accueillant,accueillir
accueillante,accueillant
accueillantes,accueillant
accueillants,accueillant
accueille,accueillir
accueillent,accueillir
accueillera,accueillir
accueillerai,accueillir
accueilleraient,accueillir
accueillerait,accueillir
accueilleras,accueillir
accueillerez,accueillir
accueilleriez,accueillir
accueillerons,accueillir
accueilleront,accueillir
accueilles,accueillir
accueillez,accueillir
accueilli,accueillir
accueillie,accueillir
accueillies,accueillir
accueillir,accueillir
accueillirent,accueillir
accueillis,accueillir
accueillit,accueillir
accueillons,accueillir
accueillît,accueillir
accueils,accueil
accula,acculer
acculaient,acculer
acculais,acculer
acculait,acculer
acculant,acculer
accule,acculer
acculent,acculer
acculer,acculer
acculera,acculer
acculeraient,acculer
acculez,acculer
acculturation,acculturation
acculât,acculer
acculèrent,acculer
acculé,acculer
acculé,acculé
acculée,acculer
acculées,acculer
acculés,acculer
acculés,acculé
accumula,accumuler
accumulai,accumuler
accumulaient,accumuler
accumulais,accumuler
accumulait,accumuler
accumulant,accumuler
accumulateur,accumulateur
accumulateurs,accumulateur
accumulation,accumulation
accumulations,accumulation
accumule,accumuler
accumulent,accumuler
accumuler,accumuler
accumulerez,accumuler
accumulez,accumuler
accumulèrent,accumuler
accumulé,accumuler
accumulée,accumuler
accumulées,accumuler
accumulés,accumuler
accus,accu
accusa,accuser
accusai,accuser
accusaient,accuser
accusais,accuser
accusait,accuser
accusant,accuser
accusateur,accusateur
accusateur,accusateur
accusateurs,accusateur
accusateurs,accusateur
accusatif,accusatif
accusation,accusation
accusations,accusation
accusatoire,accusatoire
accusatrice,accusateur
accusatrices,accusateur
accuse,accuser
accusent,accuser
accuser,accuser
accusera,accuser
accuseraient,accuser
accuserais,accuser
accuserait,accuser
accuserez,accuser
accuseriez,accuser
accuserions,accuser
accuserons,accuser
accuseront,accuser
accuses,accuser
accusez,accuser
accusiez,accuser
accusions,accuser
accusons,accuser
accusât,accuser
accusèrent,accuser
accusé,accuser
accusé,accusé
accusé,accusé
accusée,accuser
accusée,accusé
accusée,accusé
accusées,accuser
accusées,accusé
accusées,accusé
accusés,accuser
accusés,accusé
accusés,accusé
accède,accéder
accèdent,accéder
accèdes,accéder
accès,accès
accéda,accéder
accédai,accéder
accédaient,accéder
accédais,accéder
accédait,accéder
accédant,accéder
accéder,accéder
accédera,accéder
accéderai,accéder
accéderaient,accéder
accéderais,accéder
accéderait,accéder
accéderas,accéder
accédez,accéder
accédons,accéder
accédâmes,accéder
accédé,accéder
accélère,accélérer
accélèrent,accélérer
accélères,accélérer
accéléra,accélérer
accélérai,accélérer
accéléraient,accélérer
accélérais,accélérer
accélérait,accélérer
accélérant,accélérant
accélérant,accélérer
accélérants,accélérant
accélérateur,accélérateur
accélérateur,accélérateur
accélérateurs,accélérateur
accélérateurs,accélérateur
accélération,accélération
accélérations,accélération
accélératrice,accélérateur
accélérer,accélérer
accélérera,accélérer
accélérerait,accélérer
accéléreras,accélérer
accélérez,accélérer
accélériez,accélérer
accélérons,accélérer
accélérèrent,accélérer
accéléré,accélérer
accéléré,accéléré
accéléré,accéléré
accélérée,accélérer
accélérées,accélérer
accélérés,accélérer
accélérés,accéléré
ace,ace
acellulaire,acellulaire
acerbe,acerbe
acerbes,acerbe
acerbité,acerbité
acetabulum,acetabulum
achalandage,achalandage
achalandaient,achalander
achalandé,achalandé
achalandée,achalandé
achalandées,achalandé
achalandés,achalander
achalandés,achalandé
achaler,achaler
achards,achards
acharna,acharner
acharnai,acharner
acharnaient,acharner
acharnais,acharner
acharnait,acharner
acharnant,acharner
acharne,acharner
acharnement,acharnement
acharnements,acharnement
acharnent,acharner
acharner,acharner
acharnera,acharner
acharnerai,acharner
acharnerait,acharner
acharnes,acharner
acharnez,acharner
acharnèrent,acharner
acharné,acharner
acharné,acharné
acharnée,acharner
acharnée,acharné
acharnées,acharner
acharnées,acharné
acharnés,acharner
acharnés,acharné
achat,achat
achats,achat
ache,ache
achemina,acheminer
acheminai,acheminer
acheminaient,acheminer
acheminait,acheminer
acheminant,acheminer
achemine,acheminer
acheminement,acheminement
acheminent,acheminer
acheminer,acheminer
achemineront,acheminer
acheminons,acheminer
acheminâmes,acheminer
acheminèrent,acheminer
acheminé,acheminer
acheminée,acheminer
acheminées,acheminer
acheminés,acheminer
aches,ache
acheta,acheter
achetable,achetable
achetai,acheter
achetaient,acheter
achetais,acheter
achetait,acheter
achetant,acheter
achetassent,acheter
acheter,acheter
acheteur,acheteur
acheteurs,acheteur
acheteuse,acheteur
acheteuses,acheteur
achetez,acheter
achetiez,acheter
achetions,acheter
achetons,acheter
achetâmes,acheter
achetât,acheter
achetèrent,acheter
acheté,acheter
achetée,acheter
achetées,acheter
achetés,acheter
acheva,achever
achevai,achever
achevaient,achever
achevais,achever
achevait,achever
achevant,achever
achever,achever
achevez,achever
acheviez,achever
achevions,achever
achevons,achever
achevâmes,achever
achevât,achever
achevèrent,achever
achevé,achever
achevé,achevé
achevée,achever
achevée,achevé
achevées,achever
achevées,achevé
achevés,achever
achevés,achevé
achillée,achillée
achondroplasie,achondroplasie
achondroplasies,achondroplasie
achoppa,achopper
achoppai,achopper
achoppaient,achopper
achoppais,achopper
achoppait,achopper
achoppe,achopper
achoppement,achoppement
achopper,achopper
achoppé,achopper
achoppée,achopper
achète,acheter
achètent,acheter
achètera,acheter
achèterai,acheter
achèteraient,acheter
achèterais,acheter
achèterait,acheter
achèteras,acheter
achèterez,acheter
achèteriez,acheter
achèterions,acheter
achèterons,acheter
achèteront,acheter
achètes,acheter
achève,achever
achèvement,achèvement
achèvements,achèvement
achèvent,achever
achèvera,achever
achèverai,achever
achèveraient,achever
achèverait,achever
achèverez,achever
achèverons,achever
achèveront,achever
achèves,achever
achélème,achélème
achélèmes,achélème
acid jazz,acid jazz
acide,acide
acide,acide
acides,acide
acides,acide
acidité,acidité
acidités,acidité
acidocétose,acidocétose
acidose,acidose
acidulé,aciduler
acidulé,acidulé
acidulée,aciduler
acidulée,acidulé
acidulées,aciduler
acidulées,acidulé
acidulés,aciduler
acidulés,acidulé
acier,acier
aciers,acier
aciérie,aciérie
aciéries,aciérie
acmé,acmé
acné,acné
acnéiques,acnéique
acnés,acné
acolyte,acolyte
acolytes,acolyte
acompte,acompte
acomptes,acompte
aconiers,aconier
aconit,aconit
acoquina,acoquiner
acoquine,acoquiner
acoquiner,acoquiner
acoquiné,acoquiner
acoquinée,acoquiner
acoquinés,acoquiner
acouphène,acouphène
acoustique,acoustique
acoustique,acoustique
acoustiques,acoustique
acoustiques,acoustique
acqua-toffana,acqua-toffana
acquerra,acquérir
acquerrai,acquérir
acquerraient,acquérir
acquerront,acquérir
acquiers,acquérir
acquiert,acquérir
acquiesce,acquiescer
acquiescement,acquiescement
acquiescements,acquiescement
acquiescent,acquiescer
acquiescer,acquiescer
acquiesceront,acquiescer
acquiesces,acquiescer
acquiescèrent,acquiescer
acquiescé,acquiescer
acquiesça,acquiescer
acquiesçai,acquiescer
acquiesçaient,acquiescer
acquiesçais,acquiescer
acquiesçait,acquiescer
acquiesçant,acquiescer
acquiesçons,acquiescer
acquirent,acquérir
acquis,acquis
acquis,acquis
acquis,acquérir
acquise,acquis
acquise,acquérir
acquises,acquis
acquises,acquérir
acquisition,acquisition
acquisitions,acquisition
acquit,acquit
acquit,acquérir
acquits,acquit
acquitta,acquitter
acquittai,acquitter
acquittaient,acquitter
acquittais,acquitter
acquittait,acquitter
acquittant,acquitter
acquitte,acquitter
acquittement,acquittement
acquittent,acquitter
acquitter,acquitter
acquittera,acquitter
acquitterai,acquitter
acquitterais,acquitter
acquitterait,acquitter
acquitterez,acquitter
acquittes,acquitter
acquittez,acquitter
acquittions,acquitter
acquittât,acquitter
acquitté,acquitter
acquitté,acquitté
acquitté,acquitté
acquittée,acquitter
acquittée,acquitté
acquittés,acquitter
acquittés,acquitté
acquittés,acquitté
acquière,acquérir
acquièrent,acquérir
acquéraient,acquérir
acquérais,acquérir
acquérait,acquérir
acquérant,acquérir
acquéreur,acquéreur
acquéreurs,acquéreur
acquérions,acquérir
acquérir,acquérir
acquérons,acquérir
acquêt,acquêt
acquêts,acquêt
acra,acra
acre,acre
acres,acre
acrimonie,acrimonie
acrimonieuse,acrimonieux
acrimonieusement,acrimonieusement
acrimonieuses,acrimonieux
acrimonieux,acrimonieux
acrobate,acrobate
acrobates,acrobate
acrobatie,acrobatie
acrobaties,acrobatie
acrobatique,acrobatique
acrobatiquement,acrobatiquement
acrobatiques,acrobatique
acrocéphale,acrocéphale
acromion,acromion
acronyme,acronyme
acrophobie,acrophobie
acropole,acropole
acrostiche,acrostiche
acrotère,acrotère
acrylique,acrylique
acrylique,acrylique
acryliques,acrylique
acryliques,acrylique
acrylonitrile,acrylonitrile
acré,acré
acta,acter
acte,acte
actes,acte
acteur,acteur
acteurs,acteur
actif,actif
actif,actif
actifs,actif
actifs,actif
actine,actine
actinies,actinie
action,action
action painting,action painting
actionna,actionner
actionnai,actionner
actionnaient,actionner
actionnaire,actionnaire
actionnaires,actionnaire
actionnais,actionner
actionnait,actionner
actionnant,actionner
actionnariat,actionnariat
actionne,actionner
actionnement,actionnement
actionnent,actionner
actionner,actionner
actionneront,actionner
actionneur,actionneur
actionnez,actionner
actionnât,actionner
actionné,actionner
actionnée,actionner
actionnées,actionner
actionnés,actionner
actions,action
actions,acter
activa,activer
activai,activer
activaient,activer
activait,activer
activant,activant
activant,activer
activateur,activateur
activation,activation
activations,activation
active,actif
active,activer
activement,activement
activent,activer
activer,activer
activera,activer
activerai,activer
activerait,activer
activeras,activer
actives,actif
actives,activer
activez,activer
activisme,activisme
activiste,activiste
activiste,activiste
activistes,activiste
activistes,activiste
activité,activité
activités,activité
activons,activer
activèrent,activer
activé,activer
activé,activé
activée,activer
activée,activé
activées,activer
activées,activé
activés,activer
activés,activé
actrice,acteur
actrices,acteur
actuaire,actuaire
actualisation,actualisation
actualise,actualiser
actualiser,actualiser
actualisez,actualiser
actualisé,actualiser
actualisée,actualiser
actualisées,actualiser
actualité,actualité
actualités,actualité
actuariel,actuariel
actuation,actuation
actuel,actuel
actuelle,actuel
actuellement,actuellement
actuelles,actuel
actuels,actuel
acuité,acuité
acumen,acumen
acuponcteur,acuponcteur
acuponcture,acuponcture
acupuncteur,acupuncteur
acupuncture,acupuncture
acéphale,acéphale
acéphale,acéphale
acéphales,acéphale
acéré,acérer
acéré,acéré
acérée,acéré
acérées,acérer
acérées,acéré
acérés,acérer
acérés,acéré
acétate,acétate
acétique,acétique
acétone,acétone
acétylcholine,acétylcholine
acétylsalicylique,acétylsalicylique
acétylène,acétylène
ad hoc,ad hoc
ad infinitum,ad infinitum
ad libitum,ad libitum
ad limina,ad limina
ad majorem dei gloriam,ad majorem dei gloriam
ad nutum,ad nutum
ad patres,ad patres
ad vitam aeternam,ad vitam aeternam
ada,ada
adage,adage
adages,adage
adagio,adagio
adagio,adagio
adamantin,adamantin
adamantine,adamantin
adamique,adamique
adapta,adapter
adaptabilité,adaptabilité
adaptable,adaptable
adaptables,adaptable
adaptai,adapter
adaptaient,adapter
adaptais,adapter
adaptait,adapter
adaptant,adapter
adaptateur,adaptateur
adaptateurs,adaptateur
adaptatif,adaptatif
adaptatifs,adaptatif
adaptation,adaptation
adaptations,adaptation
adapte,adapter
adaptent,adapter
adapter,adapter
adaptera,adapter
adapterai,adapter
adapterais,adapter
adapterait,adapter
adapteras,adapter
adapterez,adapter
adapterons,adapter
adapteront,adapter
adaptes,adapter
adaptez,adapter
adaptât,adapter
adaptèrent,adapter
adapté,adapter
adaptée,adapter
adaptées,adapter
adaptés,adapter
addenda,addenda
addendum,addendum
addiction,addiction
additif,additif
additif,additif
additifs,additif
additifs,additif
addition,addition
additionnaient,additionner
additionnais,additionner
additionnait,additionner
additionnant,additionner
additionne,additionner
additionnel,additionnel
additionnelle,additionnel
additionnelles,additionnel
additionnels,additionnel
additionnent,additionner
additionner,additionner
additionneraient,additionner
additionnerait,additionner
additionnez,additionner
additionné,additionner
additionnée,additionner
additionnées,additionner
additionnés,additionner
additions,addition
adducteur,adducteur
adducteurs,adducteur
adduction,adduction
adent,adent
adepte,adepte
adeptes,adepte
adhère,adhérer
adhèrent,adhérer
adhéra,adhérer
adhéraient,adhérer
adhérais,adhérer
adhérait,adhérer
adhérant,adhérer
adhérence,adhérence
adhérences,adhérence
adhérent,adhérent
adhérent,adhérent
adhérente,adhérent
adhérentes,adhérent
adhérents,adhérent
adhérents,adhérent
adhérer,adhérer
adhérez,adhérer
adhéré,adhérer
adhésif,adhésif
adhésif,adhésif
adhésifs,adhésif
adhésifs,adhésif
adhésion,adhésion
